ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_nde24
2023,11,17445,1,0063,1,1,202311174451006313,1,3,3,1,2, ,1,32,3,3,26,4,1991,1, , , , , , , , , , , , , , , ,4222,8220,3,5,1, ,5,1200,9,9,0,9,9,9,9,54, ,54,1, ,2, ,2,2,4,1100, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1100, , , , , , , ,8,1100,1100,1108,1,417.874643113178
2023,11,17623,1,0041,1,1,202211176231004111,1,1,1,1,2, ,1,50,1,1,31,3,1973,1, , , , , , , , , , , , , , , ,7322,3100,2, ,3,2,1,1,0,8,8,8,8,8,8,48, ,48,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1100, , , , , , ,1100,1100,1100,1,268.632516916804
2023,11,17623,1,0041,1,1,202211176231004112,1,2,3,1,2, ,1,22,2,2,28,9,2001,1, , , , , , , , , , , , , , , ,9622,8411,3,2, , ,5,9998,8,8,8,8,8,0,0,40, ,40,1, ,2, ,2,2,4,1000, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1,1000, , , , , , , , ,1000,1000,1000,1,295.890579666829
2023,11,1858201,1,0017,1,1,20230818582011001712,1,2,2,1,2, ,2,32,2,2,16,1,1991,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,918.745028648062
2023,11,1858201,1,0017,1,1,20230818582011001713,1,3,3,1,2, ,1,15,3,3,16,5,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,853.222228243653
2023,11,29279,1,0070,1,1,202308292791007011,1,1,1,1,2, ,1,52,1,1,23,9,1971,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,1,0,0,0,0,0,0,8,8, ,8,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,150, , , , , , ,150,150,150,1,952.937496316168
2023,11,29279,1,0070,1,1,202308292791007012,1,2,2,1,2, ,2,50,2,2,10,1,1973,1, , , , , , , , , , , , , , , ,3222,8620,3,5,1, ,1,3,0,6,6,0,6,4,4,26, ,26,1, ,1,1,1,2,4,1770, , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1770, , , , , , , , ,1770,1770,1770,1,896.132077729619
2023,11,29279,1,0070,1,1,202308292791007013,1,3,3,1,2, ,2,24,3,3,5,10,1999,1, , , , , , , , , , , , , , , ,3215,3250,3,5,1, ,1,2,0,8,8,8,8,8,8,48,3,51,1, ,1,2,2,2,2,290, , , , , ,100,50, , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1256, , , , ,100, ,50,100,1406,1256,1506,1,1145.70892661694
2023,11,29279,1,0070,1,1,202308292791007014,1,4,3,1,2, ,1,20,4,4,14,2,2003,1, , , , , , , , , , , , , , , ,3257,610,3,5,1, ,4,300,12,7,0,5,12,0,5,41, ,41,1, ,2, ,2,1,3,1000,32, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,1,2,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,2000,139, , , , , , ,55,2139,2139,2194,1,1049.63178474247
2023,11,21047,1,0012,1,1,202211210471001211,1,1,1,1,2, ,1,41,1,1,8,3,1982,1, , , , , , , , , , , , , , , ,8156,1520,2, ,2,2,1,1,4,9,9,9,9,9,9,58, ,58,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,3800,100, , , , , ,3900,3900,3900,1,941.374405007643
2023,11,21047,1,0012,1,1,202211210471001212,1,2,2,1,2, ,2,40,2,2,30,11,1982,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,900.38160913785
2023,11,21047,1,0012,1,1,202211210471001214,1,3,3,1,2, ,1,15,3,3,27,7,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,836.168445938315
2023,11,20362,1,0059,1,1,202311203621005911,1,1,1,1,2, ,1,29,1,2,16,1,1994,1, , , , , , , , , , , , , , , ,3115,3312,2, ,3,2,1,1,0,5,5,5,5,5,0,25, ,40,2,40,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,1,1,1, , ,1000, , , , , , ,1000,1000,1000,1,1223.87252088491
2023,11,20362,1,0059,1,1,202311203621005912,1,2,2,1,2, ,2,24,2,2,17,10,1999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,1186.60150795217
2023,11,20362,1,0059,1,1,202311203621005914,1,4,7,1,2, ,1,22,4,4,16,8,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,6,3,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,2, , , , , , , , , , , , ,1,1087.09518590176
2023,11,2227802,1,0066,1,1,20221122278021006611,1,1,1,1,2, ,1,71,1,1,3,6,1952,1, , , , , , , , , , , , , , , ,9411,5610,2, ,3,2,1,3,7,7,7,7,7,7,7,49, ,49,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,1,1,1, , ,983,43, , , , , ,1026,1026,1026,1,614.82111375223
2023,11,2227802,1,0066,1,1,20221122278021006612,1,2,2,1,2, ,2,57,2,2,18,2,1966,1, , , , , , , , , , , , , , , ,5212,4711,2, ,2,2,1,1,7,5,5,5,5,5,7,39,28,67,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1, ,2,2,2,2,2,2,10,1,1, , ,889,130, , , , , ,1019,1019,1019,1,578.171101702587
2023,11,2227802,1,0066,1,1,20221122278021006613,1,3,3,1,2, ,1,23,3,3,4,4,2000,1, , , , , , , , , , , , , , , ,9412,5610,4, ,3,2,1,3,3,3,3,3,3,3,3,21, ,21,1, ,2, ,2, , , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , , , , , , , ,1,677.206831948396
2023,11,19213,1,0158,1,1,202211192131015811,1,1,1,1,2, ,2,42,1,1,5,6,1981,1, , , , , , , , , , , , , , , ,9629,4649,3,5,2,1,1,10,0,9,9,5,9,9,9,50, ,50,2,45,1,1,1,2,1,35, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,1,1050, , , , , , , ,17,1050,1050,1067,1,1221.1864864515
2023,11,19213,1,0158,1,1,202211192131015812,1,2,3,1,2, ,1,19,2,2,8,10,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,1,2,2,2,10,7,4, , , , , , , , , , , , ,1,1134.09425094187
2023,11,19213,1,0158,1,1,202211192131015813,1,3,3,1,2, ,2,14,3,3,18,1,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1237.90259195308
2023,11,19213,1,0158,2,1,202211192131015821,1,1,1,1,2, ,1,26,1,1,13,7,1997,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,0,9,10,5,9,10,10,53,2,55,1, ,1,1,1,2, , , , , , , ,150, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1, , ,1682, , ,150, , , ,1832,1682,1832,1,1276.7849658629
2023,11,19213,1,0158,2,1,202211192131015822,1,2,2,1,2, ,2,20,2,2,3,6,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1237.90259195308
2023,11,25430,1,0217,1,1,202208254301021712,1,1,1,1,2, ,2,50,1,1,28,10,1973,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,1,0,6,6,6,6,6,6,36, ,36,1, ,2, ,2,2,4,700,12, , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,700,360, , , , , , , ,1060,1060,1060,1,943.040603212679
2023,11,25430,1,0217,1,1,202208254301021711,1,2,2,1,2, ,1,50,2,2,5,7,1973,1, , , , , , , , , , , , , , , ,4214,6512,3,5,1, ,5,2000,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,2,4,1700, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,1,1,1700, , , , , , , ,338,1700,1700,2038,1,1002.81953261484
2023,11,25430,1,0217,1,1,202311254301021713,1,3,6,1,2, ,2,74,3,3,20,9,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,943.040603212679
2023,11,25430,1,0217,1,1,202311254301021715,1,5,3,1,2, ,2,18,5,5,22,8,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,5,1,2,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,1205.68168924423
2023,11,25430,1,0217,1,1,202311254301021716,1,6,3,1,2, ,1,16,6,1,3,5,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1104.57533664295
2023,11,22475,1,0049,1,1,202211224751004911,1,1,1,1,2, ,1,61,1,1,13,12,1961,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,0,6,6,6,6,5,6,35, ,35,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,1, , ,1565, , , , , , ,1565,1565,1565,1,704.329106135953
2023,11,22475,1,0049,1,1,202211224751004912,1,2,2,1,2, ,2,53,2,1,30,6,1970,1, , , , , , , , , , , , , , , ,5120,5610,3,5,2,2,1,3,8,8,8,8,8,8,8,56, ,56,1, ,2, ,2,2,4,1300,20, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,1,1,1,1300,600, , , , , , , ,1900,1900,1900,1,662.34344616202
2023,11,22475,1,0049,1,1,202211224751004913,1,3,3,1,2, ,2,29,3,3,2,3,1994,1, , , , , , , , , , , , , , , ,2411,8530,3,5,1, ,3,60,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1700, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1700, , , , , , , ,426,1700,1700,2126,1,835.374153806245
2023,11,22475,1,0049,1,1,202211224751004914,1,4,3,1,2, ,2,26,4,4,13,5,1997,1, , , , , , , , , , , , , , , ,3334,6820,3,5,1, ,1,3,0,7,7,7,7,7,7,42, ,42,1, ,2, ,2,2,3,600, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,1,1,1200, , , , , , , ,100,1200,1200,1300,1,835.374153806245
2023,11,22475,1,0049,1,1,202211224751004916,1,6,3,1,2, ,1,32,6,6,20,11,1990,1, , , , , , , , , , , , , , , ,7111,4100,1, ,3,2,1,2,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,1800, , , , , , ,1800,1800,1800,1,873.407274223564
2023,11,22475,1,0049,1,1,202211224751004917,1,7,4,1,2, ,2,24,7,7,24,5,1999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,846.809100592215
2023,11,27468,1,0019,1,1,202208274681001911,1,1,1,1,2, ,2,42,1,1,21,2,1981,1, , , , , , , , , , , , , , , ,9523,4781,2, ,3,2,1,1,10,10,10,10,10,10,10,70, ,70,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1150,43, , , , , ,1193,1193,1193,1,1022.87362002251
2023,11,27468,1,0019,1,1,202208274681001912,1,2,3,1,2, ,2,21,2,2,26,8,2002,1, , , , , , , , , , , , , , , ,9612,3811,3,5,2,2,1,6,0,9,9,9,9,9,9,54, ,54,1, ,2, ,2,2,3,550, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,1,1100, , , , , , , , ,1100,1100,1100,1,1036.87513701994
2023,11,25096,1,0043,1,1,202311250961004311,1,1,1,1,2, ,2,67,1,1,21,1,1956,1, , , , , , , , , , , , , , , ,9411,5630,2, ,3,2,1,1,0,0,0,4,0,4,4,12, ,12,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,200,20, , , , , ,220,220,220,1,469.442814241244
2023,11,25096,1,0043,1,1,202311250961004312,1,2,8,1,2, ,1,22,2,2,19,9,2001,1, , , , , , , , , , , , , , , ,4222,6419,3,5,1, ,5,9998,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2,4,1200, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1200, , , , , , , , ,1200,1200,1200,1,549.854325263018
2023,11,25096,1,0043,1,1,202311250961004313,1,3,8,1,2, ,1,17,3,3,13,12,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,549.854325263018
2023,11,25717,1,0072,1,1,202311257171007211,1,1,1,1,2, ,1,46,1,1,2,6,1977,1, , , , , , , , , , , , , , , ,2141,5629,3,5,1, ,5,1000,0,8,8,8,8,8,0,40,18,58,1, ,1,2,2,2,4,4000,25, , ,1500, , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,4000,750, , ,1500, , , ,916,6250,4750,7166,1,788.34100116263
2023,11,25717,1,0072,1,1,202311257171007212,1,2,2,1,2, ,2,46,2,2,8,9,1977,1, , , , , , , , , , , , , , , ,2221,8521,3,5,1, ,3,60,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,2,4,2000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2000, , , , , , , ,125,2000,2000,2125,1,741.347320325116
2023,11,25717,1,0072,1,1,202311257171007213,1,3,3,1,2, ,1,16,3,3,17,5,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,3,1,4,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,868.333731472206
2023,11,1947102,1,0004,1,1,20221119471021000411,1,1,1,1,2, ,2,58,1,1,21,8,1965,1, , , , , , , , , , , , , , , ,5120,5630,2, ,2,2,1,2,7,7,7,0,0,7,7,35, ,49,2,49,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,1,1, , ,1242,300, , , , , ,1542,1542,1542,1,840.810564111373
2023,11,1947102,1,0004,1,1,20221119471021000412,1,2,3,1,2, ,2,24,2,2,18,8,1999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1074.98012049389
2023,11,1947102,1,0004,1,1,20221119471021000413,1,3,3,1,2, ,2,23,3,3,25,10,2000,1, , , , , , , , , , , , , , , ,9412,5630,4, ,2,2,1,2,8,0,0,5,0,0,8,21, ,21,1, ,1,2,2, , , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,1,1, , , , , , , , , , , , ,1,1074.98012049389
2023,11,18219,1,0085,1,1,202211182191008511,1,1,1,1,2, ,1,63,1,1,26,10,1960,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,5,2,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,4,5, ,2,2,2,2,2,2,1,1,2, , , , , , , , , , , , ,1,315.702219182196
2023,11,18219,1,0085,1,1,202211182191008512,1,2,2,1,2, ,2,40,2,2,15,10,1983,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,374.440686756419
2023,11,28726,1,0043,1,1,202311287261004311,1,1,1,1,2, ,1,63,1,1,14,2,1960,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,1,7, , ,1,4,2, ,2, ,2, ,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,10,3, ,2,2,2,2,2,2,10,7,3, , , , , , , , , , , , ,1,849.670495015996
2023,11,28726,1,0043,1,1,202311287261004312,1,2,2,1,2, ,2,65,2,2,31,12,1957,1, , , , , , , , , , , , , , , ,9629,8510,3,5,3,2,1,5,0,8,8,0,8,8,0,32, ,40,2,40,2, ,2,2,4,600,150, , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1,600,650, , , , , , ,21,1250,1250,1271,1,799.02091063443
2023,11,4707002,1,0045,1,1,20220847070021004512,1,1,1,1,2, ,2,41,1,1,20,8,1982,1, , , , , , , , , , , , , , , ,4417,1410,3,5,2,1,1,15,0,11,11,11,11,11,8,63, ,63,1, ,2, ,2,2,2,436, , , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1888, , , , , , , , ,1888,1888,1888,1,718.099030911482
2023,11,4707002,1,0045,1,1,20220847070021004511,1,2,2,1,2, ,1,48,2,2,3,9,1975,1, , , , , , , , , , , , , , , ,311,8422,3,1, , ,5, ,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,3500,60, , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,3500,260, , , , , , ,50,3760,3760,3810,1,605.450918315445
2023,11,4707002,1,0045,1,1,20220847070021004513,1,3,3,1,2, ,2,18,3,3,12,5,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2, , , ,2,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,727.928667330224
2023,11,4707002,1,0045,1,1,20220847070021004515,1,5,3,1,2, ,1,21,5,5,25,12,2001,1, , , , , , , , , , , , , , , ,3118,4321,3,5,1, ,1,3,0,5,5,0,5,5,0,20, ,25,2,25,1,1,1,2,4,800, , , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1,800, , , , , , , , ,800,800,800,1,666.885845527231
2023,11,20170,1,0053,1,1,202311201701005311,1,1,1,1,2, ,1,67,1,1,7,12,1955,1, , , , , , , , , , , , , , , ,5212,4772,2, ,3,2,1,1,0,5,0,5,0,5,0,15, ,15,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,11,5, ,2,1,2,2,2,2,10,7,1, , ,850, , , , , , ,850,850,850,1,900.673211503348
2023,11,20170,1,0053,1,1,202311201701005312,1,2,2,1,2, ,2,57,2,2,11,1,1966,1, , , , , , , , , , , , , , , ,2359,8549,2, ,2,2,1,1,4,4,4,4,4,4,4,28,18,50,2,50,1,1,1,1, , , , , , , ,1000, , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,1700, , ,1000, , , ,2700,1700,2700,1,846.983311602333
2023,11,2324902,1,0097,1,1,20220823249021009711,1,1,1,1,2, ,1,29,1,1,26,11,1993,1, , , , , , , , , , , , , , , ,7111,4100,3,5,4,3,1,7,0,8,8,0,8,8,5,37, ,48,2,48,2, ,2,2,2,700, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,3031, , , , , , , , ,3031,3031,3031,1,1030.11336173043
