Nro.;Fecha de trámite;Órgano;Sede;Departamento;Provincia;Distrito;Tipo de trámite;Edad;Sexo
185479;24/07/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Inscripción por primera vez;0;MASCULINO
185480;26/07/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Inscripción por primera vez;72;MASCULINO
185489;11/08/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Renovación y Rectificación;3;MASCULINO
185493;16/08/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Torres Causana;Renovación y Rectificación;16;FEMENINO
185508;20/08/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;16;FEMENINO
185509;21/08/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;0;FEMENINO
185510;21/08/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;0;FEMENINO
185511;21/08/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;0;FEMENINO
185512;21/08/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;0;MASCULINO
185513;21/08/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;0;MASCULINO
185515;22/08/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;3;FEMENINO
185516;22/08/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;0;MASCULINO
185517;22/08/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;0;FEMENINO
185519;23/08/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;2;MASCULINO
185520;23/08/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;1;MASCULINO
185522;24/08/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;3;FEMENINO
185524;24/08/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;3;MASCULINO
185529;24/08/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Las Amazonas;Inscripción por primera vez;3;FEMENINO
185537;25/08/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;3;FEMENINO
185538;25/08/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;4;FEMENINO
185539;25/08/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;0;FEMENINO
185542;25/08/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Las Amazonas;Renovación y Rectificación;34;MASCULINO
185543;25/08/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Las Amazonas;Inscripción por primera vez;44;MASCULINO
185553;26/08/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Las Amazonas;Renovación y Rectificación;1;MASCULINO
185554;26/08/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Las Amazonas;Inscripción por primera vez;1;MASCULINO
185560;27/08/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Las Amazonas;Renovación y Rectificación;17;MASCULINO
185572;4/09/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Inscripción por primera vez;0;MASCULINO
185573;4/09/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Pebas;Renovación y Rectificación;68;MASCULINO
185574;4/09/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Tigre;Renovación y Rectificación;21;MASCULINO
185576;6/09/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Inscripción por primera vez;0;MASCULINO
185580;6/09/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Pebas;Renovación y Rectificación;11;FEMENINO
185582;6/09/2021;DRIAS;Drias - Lima;Lima;Huaura;Santa María;Renovación y Rectificación;62;FEMENINO
185590;7/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Alto Nanay;Inscripción por primera vez;0;FEMENINO
185593;7/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Mazamari;Inscripción por primera vez;30;MASCULINO
185595;7/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Inscripción por primera vez;0;MASCULINO
185596;8/09/2021;DRIAS;Drias - Lima;Lima;Huaura;Santa María;Inscripción por primera vez;29;MASCULINO
185597;8/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Alto Nanay;Inscripción por primera vez;0;MASCULINO
185598;8/09/2021;DRIAS;Drias - Lima;Lima;Huaura;Santa María;Renovación y Rectificación;11;FEMENINO
185600;8/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Pampa Hermosa;Renovación y Rectificación;9;FEMENINO
185602;8/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Alto Nanay;Inscripción por primera vez;60;MASCULINO
185610;8/09/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Pebas;Inscripción por primera vez;24;MASCULINO
185611;8/09/2021;DRIAS;Drias - Huancayo;Junín;Chanchamayo;Pichanaqui;Inscripción por primera vez;47;FEMENINO
185616;8/09/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Tigre;Inscripción por primera vez;0;FEMENINO
185624;9/09/2021;DRIAS;Drias - Lima;Lima;Huaura;Santa Leonor;Renovación y Rectificación;57;MASCULINO
185629;9/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Pangoa;Inscripción por primera vez;35;FEMENINO
185631;9/09/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Saquena;Renovación y Rectificación;17;MASCULINO
185637;9/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Mazamari;Inscripción por primera vez;24;FEMENINO
185639;9/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Inscripción por primera vez;0;FEMENINO
185641;9/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;0;MASCULINO
185657;10/09/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Jenaro Herrera;Inscripción por primera vez;0;FEMENINO
185662;11/09/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;San Pablo;Inscripción por primera vez;37;MASCULINO
185664;12/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;17;FEMENINO
185665;12/09/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Tigre;Renovación y Rectificación;54;FEMENINO
185671;13/09/2021;DRIAS;Drias - Lima;Lima;Cañete;Mala;Renovación y Rectificación;17;MASCULINO
185672;13/09/2021;DRIAS;Drias - Lima;Lima;Lima;Villa El Salvador;Inscripción por primera vez;42;MASCULINO
185676;13/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;51;FEMENINO
185678;13/09/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;San Pablo;Inscripción por primera vez;77;MASCULINO
185681;14/09/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Inscripción por primera vez;15;MASCULINO
185689;14/09/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Capelo;Renovación y Rectificación;17;FEMENINO
185693;15/09/2021;DRIAS;Drias - Iquitos;Loreto;Putumayo;Yaguas;Inscripción por primera vez;0;FEMENINO
185698;15/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;San Juan Bautista;Renovación y Rectificación;18;FEMENINO
185709;16/09/2021;DRIAS;Drias - Lima;Lima;Huarochirí;San Lorenzo de Quinti;Renovación y Rectificación;68;FEMENINO
185712;16/09/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;MASCULINO
185714;16/09/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Emilio San Martín;Inscripción por primera vez;0;FEMENINO
185715;16/09/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Emilio San Martín;Inscripción por primera vez;2;MASCULINO
185718;16/09/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Emilio San Martín;Inscripción por primera vez;1;FEMENINO
185723;16/09/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Emilio San Martín;Inscripción por primera vez;1;FEMENINO
185734;17/09/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Renovación y Rectificación;7;MASCULINO
185736;17/09/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Ramón Castilla;Inscripción por primera vez;29;FEMENINO
185744;18/09/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Inscripción por primera vez;0;FEMENINO
185749;18/09/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Maquia;Inscripción por primera vez;1;FEMENINO
185756;19/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Inscripción por primera vez;60;FEMENINO
185757;19/09/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Maquia;Inscripción por primera vez;4;MASCULINO
185767;20/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;San Juan Bautista;Renovación y Rectificación;2;MASCULINO
185768;20/09/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Inscripción por primera vez;39;MASCULINO
185771;20/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Fernando Lores;Renovación y Rectificación;7;FEMENINO
185772;20/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Fernando Lores;Inscripción por primera vez;19;MASCULINO
185779;21/09/2021;DRIAS;Drias - Lima;Lima;Lima;San Juan de Lurigancho;Renovación y Rectificación;94;FEMENINO
185784;21/09/2021;DRIAS;Drias - Iquitos;Loreto;Putumayo;Yaguas;Inscripción por primera vez;31;MASCULINO
185785;21/09/2021;DRIAS;Drias - Iquitos;Loreto;Putumayo;Yaguas;Inscripción por primera vez;20;FEMENINO
185791;21/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;6;MASCULINO
185797;21/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;6;FEMENINO
185798;21/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Fernando Lores;Renovación y Rectificación;0;MASCULINO
185799;21/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;8;FEMENINO
185807;21/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Inscripción por primera vez;0;MASCULINO
185819;22/09/2021;DRIAS;Drias - Iquitos;Loreto;Putumayo;Yaguas;Inscripción por primera vez;35;MASCULINO
185820;22/09/2021;DRIAS;Drias - Iquitos;Loreto;Putumayo;Yaguas;Inscripción por primera vez;21;MASCULINO
185822;22/09/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Nauta;Inscripción por primera vez;0;MASCULINO
185823;22/09/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Nauta;Inscripción por primera vez;5;MASCULINO
185841;23/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;21;MASCULINO
185843;23/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;0;FEMENINO
185848;23/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;0;MASCULINO
185850;23/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;2;MASCULINO
185851;23/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;0;MASCULINO
185852;23/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;0;FEMENINO
185865;23/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;1;MASCULINO
185868;23/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;0;MASCULINO
185869;23/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;1;FEMENINO
185871;23/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;1;FEMENINO
185872;23/09/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;1;FEMENINO
185875;23/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Inscripción por primera vez;0;FEMENINO
185882;24/09/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Renovación y Rectificación;18;FEMENINO
185883;24/09/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Inscripción por primera vez;3;FEMENINO
185885;24/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;17;MASCULINO
185887;24/09/2021;DRIAS;Drias - Huancayo;Junín;Huancayo;Pariahuanca;Inscripción por primera vez;51;FEMENINO
185891;24/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Fernando Lores;Inscripción por primera vez;82;MASCULINO
185914;25/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;1;MASCULINO
185915;25/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;64;MASCULINO
185936;26/09/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Inscripción por primera vez;31;MASCULINO
185937;26/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;1;FEMENINO
185948;27/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Inscripción por primera vez;7;MASCULINO
185966;28/09/2021;DRIAS;Drias - Huancayo;Junín;Jauja;Sincos;Inscripción por primera vez;33;MASCULINO
185977;29/09/2021;DRIAS;Drias - Lima;Lima;Lima;San Martín de Porres;Inscripción por primera vez;41;FEMENINO
185978;29/09/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;51;MASCULINO
185982;29/09/2021;DRIAS;Drias - Lima;Lima;Huaura;Ámbar;Inscripción por primera vez;44;MASCULINO
185987;30/09/2021;DRIAS;Drias - Lima;Lima;Oyón;Cochamarca;Renovación y Rectificación;15;MASCULINO
186014;4/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;0;FEMENINO
186015;4/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;0;FEMENINO
186025;5/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;25;MASCULINO
186028;6/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;1;FEMENINO
186029;6/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;0;FEMENINO
186030;6/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;0;FEMENINO
186031;6/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;4;MASCULINO
186047;7/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;0;MASCULINO
186048;7/10/2021;DRIAS;Drias - Lima;Lima;Lima;Chorrillos;Renovación y Rectificación;66;MASCULINO
186053;8/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;48;FEMENINO
186057;8/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Tigre;Renovación y Rectificación;27;MASCULINO
186058;9/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;44;MASCULINO
186067;10/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;23;MASCULINO
186068;10/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;44;MASCULINO
186075;11/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;4;FEMENINO
186088;12/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Renovación y Rectificación;17;FEMENINO
186099;13/10/2021;DRIAS;Drias - Lima;Lima;Huaura;Sayán;Renovación y Rectificación;28;MASCULINO
186101;13/10/2021;DRIAS;Drias - Iquitos;Loreto;Putumayo;Teniente Manuel Clavero;Inscripción por primera vez;0;MASCULINO
186106;13/10/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;1;FEMENINO
186149;15/10/2021;DRIAS;Drias - Huancayo;Junín;Huancayo;Huancayo;Renovación y Rectificación;18;MASCULINO
186150;15/10/2021;DRIAS;Drias - Lima;Lima;Lima;Santa Rosa;Renovación y Rectificación;7;FEMENINO
186161;16/10/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;0;MASCULINO
186164;17/10/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;51;FEMENINO
186166;17/10/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;23;MASCULINO
186167;17/10/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;0;MASCULINO
186173;18/10/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;26;MASCULINO
186176;18/10/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;68;FEMENINO
186189;19/10/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;49;MASCULINO
186190;19/10/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Maquia;Inscripción por primera vez;0;FEMENINO
186193;19/10/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Maquia;Inscripción por primera vez;0;MASCULINO
186196;19/10/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;30;FEMENINO
186197;19/10/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;0;MASCULINO
186200;19/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Pangoa;Inscripción por primera vez;0;FEMENINO
186201;19/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Pangoa;Inscripción por primera vez;1;FEMENINO
186202;20/10/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;44;FEMENINO
186203;20/10/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;42;FEMENINO
186207;20/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;25;FEMENINO
186211;20/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;1;FEMENINO
186213;20/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;26;MASCULINO
186214;20/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;33;FEMENINO
186215;20/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;18;FEMENINO
186216;20/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;18;MASCULINO
186217;20/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;18;MASCULINO
186219;20/10/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Maquia;Inscripción por primera vez;1;MASCULINO
186231;21/10/2021;DRIAS;Drias - Huancayo;Junín;Junín;Ulcumayo;Inscripción por primera vez;83;FEMENINO
186233;21/10/2021;DRIAS;Drias - Huancayo;Junín;Junín;Ulcumayo;Inscripción por primera vez;18;FEMENINO
186235;21/10/2021;DRIAS;Drias - Huancayo;Junín;Junín;Ulcumayo;Inscripción por primera vez;24;MASCULINO
186238;21/10/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;2;FEMENINO
186243;21/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Pangoa;Renovación y Rectificación;38;FEMENINO
186248;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;6;MASCULINO
186249;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;0;MASCULINO
186251;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;0;FEMENINO
186255;22/10/2021;DRIAS;Drias - Lima;Lima;Huarochirí;San Andrés de Tupicocha;Renovación y Rectificación;11;MASCULINO
186260;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;1;MASCULINO
186261;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;1;MASCULINO
186263;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;18;FEMENINO
186264;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;17;FEMENINO
186267;22/10/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Maquia;Inscripción por primera vez;0;FEMENINO
186268;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;17;FEMENINO
186269;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;18;FEMENINO
186270;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;17;FEMENINO
186271;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;17;FEMENINO
186272;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;17;FEMENINO
186273;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;18;FEMENINO
186274;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Renovación y Rectificación;17;MASCULINO
186275;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;0;FEMENINO
186276;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;2;MASCULINO
186277;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;3;MASCULINO
186278;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;0;MASCULINO
186280;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;0;MASCULINO
186286;22/10/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;17;MASCULINO
186287;22/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Pangoa;Renovación y Rectificación;11;FEMENINO
186299;23/10/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Puinahua;Renovación y Rectificación;0;MASCULINO
186321;23/10/2021;DRIAS;Drias - Iquitos;Loreto;Datem del Marañón;Andoas;Inscripción por primera vez;33;FEMENINO
186332;24/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Pangoa;Inscripción por primera vez;4;FEMENINO
186340;25/10/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Pangoa;Renovación y Rectificación;13;FEMENINO
186352;26/10/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Puinahua;Renovación y Rectificación;0;FEMENINO
186363;27/10/2021;DRIAS;Drias - Lima;Ica;Ica;Ica;Renovación y Rectificación;18;MASCULINO
186375;28/10/2021;DRIAS;Drias - Lima;Lima;Lima;Lurigancho;Inscripción por primera vez;18;MASCULINO
186376;28/10/2021;DRIAS;Drias - Lima;Callao;Callao;Ventanilla;Inscripción por primera vez;0;FEMENINO
186380;28/10/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;San Pablo;Renovación y Rectificación;16;MASCULINO
186387;28/10/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Pebas;Inscripción por primera vez;38;MASCULINO
186405;30/10/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Pebas;Renovación y Rectificación;9;FEMENINO
186407;31/10/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;16;MASCULINO
186408;1/11/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Pebas;Renovación y Rectificación;12;FEMENINO
186409;1/11/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Pebas;Renovación y Rectificación;12;MASCULINO
186411;3/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Inscripción por primera vez;38;FEMENINO
186413;3/11/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;San Pablo;Renovación y Rectificación;18;MASCULINO
186414;3/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Tigre;Inscripción por primera vez;31;MASCULINO
186420;4/11/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Tapiche;Inscripción por primera vez;0;MASCULINO
186421;4/11/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Tapiche;Inscripción por primera vez;1;FEMENINO
186422;4/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;0;FEMENINO
186424;5/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Renovación y Rectificación;18;FEMENINO
186433;5/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Renovación y Rectificación;15;FEMENINO
186435;6/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;26;FEMENINO
186436;6/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;31;FEMENINO
186437;6/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Tigre;Renovación y Rectificación;1;FEMENINO
186444;6/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;16;MASCULINO
186447;7/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Fernando Lores;Inscripción por primera vez;31;MASCULINO
186448;7/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Renovación y Rectificación;17;FEMENINO
186449;8/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;27;MASCULINO
186454;8/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Tigre;Inscripción por primera vez;0;FEMENINO
186455;8/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Tigre;Inscripción por primera vez;1;FEMENINO
186459;8/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;41;FEMENINO
186465;8/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Torres Causana;Renovación y Rectificación;16;FEMENINO
